@relation Height_Weight

@attribute Gender {Male,Female}
@attribute Height numeric
@attribute Weight numeric

@data
Female,171.729003,81.586698
Female,179.83596,89.116188
Female,176.034113,85.071928
Female,168.256962,77.878644
Female,171.43017,86.953407
Female,167.147871,75.228527
Female,181.467012,84.215134
Female,173.899591,80.867199
Female,162.529328,68.48289
Female,180.34482,95.222262
Female,173.074899,78.996587
Female,173.724317,81.591665
Female,172.964398,76.088761
Female,173.0771,83.027594
Female,174.904629,76.909617
Female,168.018085,78.667219
Female,168.163321,82.050055
Female,171.277585,83.238184
Female,176.456609,93.429932
Female,179.110284,83.351996
Female,181.199475,91.604944
Female,180.34494,98.030346
Female,168.153963,72.298176
Female,184.26,95.40692
Female,171.397553,81.019855
Female,165.990043,66.559998
Female,179.943919,88.875462
Female,177.643727,77.190406
Female,164.439131,76.953722
Female,176.043343,89.982988
Female,174.849696,81.604701
Female,157.320801,66.79763
Female,174.227072,80.27864
Female,165.655182,84.126705
Female,163.407466,80.509769
Female,174.622223,77.032385
Female,184.123725,90.07507
Female,170.774185,92.238087
Female,170.849556,87.641991
Female,165.401001,80.800586
Female,168.307563,73.835517
Female,171.962266,72.251087
Female,166.447968,78.069675
Female,177.467183,91.551668
Female,173.943963,77.270454
Female,183.423467,93.163152
Female,173.176013,77.014373
Female,182.832265,90.916761
Female,167.805447,81.006521
Female,169.306657,76.20982
Female,171.702537,80.633429
Female,173.344698,87.669184
Female,164.613898,73.654061
Female,171.430234,83.181436
Female,173.179056,82.125596
Female,176.665598,95.649761
Female,168.661714,75.100547
Female,169.144079,88.971368
Female,182.717152,91.646642
Female,173.449086,77.298247
Female,177.686846,91.602036
Female,182.501868,87.718789
Female,167.018967,81.581102
Female,170.260904,70.982583
Female,194.842981,106.610186
Female,184.330648,104.580414
Female,177.111164,92.485438
Female,184.910029,98.981212
Female,184.249959,101.000051
Female,183.628648,94.562531
Female,170.823445,82.000262
Female,192.898929,105.199211
Female,168.443229,77.380009
Female,180.736376,85.398426
Female,180.828194,88.931941
Female,183.38168,97.342469
Female,190.857686,101.660976
Female,163.605285,71.930346
Female,164.425438,75.523574
Female,161.073051,72.638502
Female,172.33561,79.910498
Female,167.466733,79.145134
Female,180.255038,87.954437
Female,171.655098,84.817897
Female,174.216747,78.741664
Female,178.624874,87.700453
Female,183.88198,94.545133
Female,179.884976,93.45491
Female,167.394385,78.278744
Female,189.980253,105.521558
Female,171.909534,80.394712
Female,170.576145,79.671934
Female,182.308097,96.445499
Female,164.249689,75.735895
Female,173.031832,89.092007
Female,169.638795,75.038288
Female,169.686859,80.088843
Female,172.430475,79.220766
Female,175.700885,88.558181
Female,178.371305,93.296816
Female,164.73373,71.822412
Female,172.265577,76.693793
Female,161.138229,61.53242
Female,182.495025,98.954483
Female,169.489307,70.714785
Female,182.799496,91.411569
Female,193.094223,107.014174
Female,181.549297,88.628528
Female,171.119314,80.120751
Female,179.210319,90.019981
Female,177.462437,84.239705
Female,172.586828,80.443534
Female,188.22558,97.866875
Female,175.686304,84.831874
Female,169.055361,77.830892
Female,169.422077,78.398755
Female,170.805005,76.330592
Female,175.390519,74.307663
Female,179.508778,86.19311
Female,166.367448,71.154955
Female,165.575541,78.29292
Female,171.623083,76.68607
Female,187.49108,104.949626
Female,181.880673,94.007158
Female,172.020863,78.08712
Female,173.307075,90.640272
Female,167.460731,76.244466
Female,181.733179,89.729395
Female,175.677528,89.308779
Female,174.238055,81.747158
Female,180.486078,85.789675
Female,161.655911,71.859277
Female,180.803437,94.765657
Female,167.96683,84.885715
Female,165.245728,71.47813
Female,172.952091,82.392467
Female,180.322586,92.871455
Female,188.521784,104.838805
Female,176.09088,84.485334
Female,164.925609,82.142731
Female,173.600979,90.228965
Female,180.159978,92.247215
Female,156.153635,73.041354
Female,173.966664,86.094792
Female,183.00672,90.810401
Female,184.205034,100.635123
Female,180.934135,97.095971
Female,183.538153,91.490151
Female,171.615201,84.906568
Female,183.559722,89.143287
Female,159.00463,68.819297
Female,168.240551,75.884821
Female,176.912111,90.19391
Female,175.98624,81.097509
Female,179.642208,87.787856
Female,174.824682,89.692332
Female,167.676648,83.670402
Female,168.6938,70.395107
Female,169.203686,73.024679
Female,172.808447,85.767199
Female,179.076091,78.464965
Female,175.660633,88.856521
Female,179.819357,97.860866
Female,165.593718,75.617131
Female,189.955714,108.61911
Female,180.509942,83.587592
Female,176.108862,90.711093
Female,177.543978,86.823057
Female,163.639992,76.706672
Female,172.344412,88.334557
Female,171.574636,83.128233
Female,189.909315,95.422108
Female,181.404123,89.830486
Female,170.485675,78.31905
Female,177.443353,89.389764
Female,173.814266,86.411911
Female,172.551046,83.712891
Female,173.978172,81.614725
Female,165.720124,72.349384
Female,178.270794,89.758829
Female,180.604498,98.551755
Female,173.856849,85.233305
Female,166.168265,80.223045
Female,171.960002,83.981743
Female,188.52658,101.290741
Female,180.764805,93.867681
Female,170.766161,77.571916
Female,172.41662,79.479682
Female,171.135994,78.612209
Female,174.653567,82.157293
Female,182.131392,91.901825
Female,176.227727,90.650779
Female,187.23998,101.38449
Female,176.411576,99.455356
Female,179.797176,95.805925
Female,182.291898,91.080812
Female,176.132373,94.714444
Female,165.826505,73.218858
Female,180.141485,94.272722
Female,174.235523,82.023603
Female,174.253643,80.202085
Female,176.47601,88.270713
Female,167.464476,73.939321
Female,174.049297,78.594184
Female,187.779975,97.803523
Female,180.842762,95.315341
Female,169.053731,83.933718
Female,182.225382,85.259581
Female,177.151867,85.357453
Female,169.546661,81.438823
Female,177.018753,96.033786
Female,178.824933,89.671574
Female,175.31013,84.498743
Female,164.420009,75.344386
Female,180.335109,85.643508
Female,163.727928,73.20012
Female,177.163787,87.759283
Female,181.678196,85.856913
Female,173.552906,94.24958
Female,179.742389,90.411361
Female,181.404386,95.190026
Female,176.251804,81.726153
Female,182.8844,89.001289
Female,175.746346,85.927942
Female,168.062563,75.076102
Female,170.871243,82.732611
Female,180.126222,85.981828
Female,175.564515,86.012798
Female,171.218926,77.197424
Female,185.264169,98.020077
Female,179.046959,80.316526
Female,175.280979,88.927251
Female,169.575759,76.067603
Female,175.566486,81.468693
Female,185.740719,100.090248
Female,171.416533,74.523007
Female,164.985899,71.007463
Female,172.167522,83.316245
Female,171.862493,77.249209
Female,168.850048,76.487978
Female,185.387158,95.090108
Female,176.69061,88.607395
Female,180.349043,88.143177
Female,177.585719,99.503532
Female,182.11074,93.059728
Female,171.83085,81.139732
Female,173.470709,82.428975
Female,174.465629,92.333339
Female,175.04606,74.913394
Female,175.160634,89.780113
Female,170.807977,78.600251
Female,175.046294,83.437245
Female,167.229903,63.291527
Female,164.264532,72.660236
Female,168.39158,74.209467
Female,170.427868,87.976485
Female,170.175656,86.134101
Female,180.243406,83.562502
Female,173.789015,86.543332
Female,171.83742,85.366323
Female,192.075291,102.606039
Female,179.195075,89.756501
Female,174.982731,86.415394
Female,173.442711,79.94404
Female,165.087499,80.615588
Female,166.56246,78.785117
Female,176.037464,95.464645
Female,166.889977,77.156255
Female,172.222137,78.680019
Female,175.809014,83.885803
Female,172.758115,88.127004
Female,157.29445,67.653104
Female,170.856561,87.303201
Female,171.899128,81.533528
Female,177.726095,92.017167
Female,165.896192,74.097579
Female,182.641254,98.442035
Female,168.234116,83.08047
Female,167.169955,75.560993
Female,185.026168,93.100161
Female,180.211586,86.047803
Female,181.213271,99.149013
Female,180.481387,92.142422
Female,157.29089,63.459821
Female,174.656642,89.0373
Female,171.663211,81.617989
Female,171.098704,74.455277
Female,167.333058,76.282773
Female,174.484696,86.065699
Female,176.618548,88.527728
Female,169.252115,86.394742
Female,177.31715,92.72627
Female,174.446879,88.972807
Female,181.902554,95.104986
Female,177.01208,86.605863
Female,180.088759,89.786192
Female,172.734768,84.722067
Female,179.36399,85.576405
Female,181.790833,80.003034
Female,185.452673,94.950179
Female,154.300219,61.764655
Female,175.468584,86.606671
Female,176.120394,86.838217
Female,172.10313,83.886502
Female,193.108788,105.375532
Female,183.458145,91.525274
Female,175.059445,85.42444
Female,165.950716,79.222427
Female,167.468305,83.435227
Female,178.985391,85.056412
Female,185.879851,96.999494
Female,174.119234,79.478172
Female,174.064697,76.904167
Female,161.534997,65.585739
Female,170.546373,79.686675
Female,179.873581,89.447617
Female,186.766923,101.117412
Female,167.998315,75.026179
Female,172.483398,77.299893
Female,181.440775,98.263449
Female,170.466207,78.792334
Female,186.141152,98.8359
Female,161.728361,73.034275
Female,175.832314,87.886319
Female,176.962115,80.339834
Female,179.033038,92.908093
Female,175.271882,80.164173
Female,173.883051,87.435249
Female,167.702824,75.732183
Female,176.06815,84.702861
Female,175.457461,85.504895
Female,186.848167,94.511106
Female,167.86273,73.253209
Female,186.756,97.507066
Female,176.984813,93.046885
Female,169.359024,83.096833
Female,185.32263,94.753121
Female,173.347055,94.313378
Female,182.76983,95.555427
Female,180.488929,92.656525
Female,170.121453,88.540582
Female,173.934125,86.493654
Female,181.062481,90.552987
Female,165.050359,75.668919
Female,169.575185,81.10112
Female,174.666051,84.264764
Female,175.241061,87.885714
Female,181.089794,103.782084
Female,175.385675,87.248286
Female,169.015364,79.824704
Female,174.02943,79.896257
Female,171.347677,80.504653
Female,181.247751,91.517074
Female,174.219631,80.214606
Female,177.12966,84.15232
Female,177.377997,85.293906
Female,183.922888,85.903266
Female,166.203876,75.340154
Female,168.319848,77.224119
Female,177.734724,96.526309
Female,180.871353,88.970032
Female,177.640996,91.752168
Female,181.320496,91.322588
Female,164.055505,71.87351
Female,174.73418,79.147035
Female,173.852197,83.362672
Female,175.772008,85.322246
Female,176.342084,79.91993
Female,176.799812,88.087889
Female,185.119536,88.087344
Female,157.932961,66.178548
Female,174.941755,87.014236
Female,180.543412,95.187893
Female,183.343637,91.29059
Female,183.039398,94.701778
Female,171.145347,82.859195
Female,172.553972,75.493616
Female,179.836903,87.721764
Female,166.494768,80.942667
Female,178.28571,93.413549
Female,182.318648,90.359991
Female,173.050933,87.103075
Female,173.633086,79.496926
Female,167.869507,77.113563
Female,181.813513,93.144027
Female,186.783136,88.92367
Female,180.633451,94.413023
Female,179.817528,92.029625
Female,182.191814,85.545194
Female,160.519187,73.676825
Female,172.976828,82.940385
Female,167.274493,71.357942
Female,173.6,81.046001
Female,176.682981,84.920354
Female,174.569892,77.845897
Female,178.202025,90.960699
Female,175.065275,87.963899
Female,163.322442,70.528897
Female,178.957308,87.329117
Female,174.305121,72.512336
Female,176.948469,79.949797
Female,175.409567,77.885795
Female,170.756545,82.422029
Female,167.934131,77.739618
Female,174.288164,81.252853
Female,175.892493,85.034607
Female,176.890442,82.555795
Female,184.904452,97.283707
Female,190.611747,94.585919
Female,180.270618,86.283174
Female,188.945552,98.494686
Female,163.479896,70.793872
Female,181.170583,93.614672
Female,170.616942,80.808676
Female,188.980247,103.799266
Female,162.224519,79.139722
Female,174.970419,74.486566
Female,183.215255,96.232843
Female,173.745464,93.446729
Female,165.335347,75.946511
Female,175.843385,88.549613
Female,182.747382,94.880328
Female,171.355996,82.690405
Female,176.054788,86.266461
Female,161.876862,72.731166
Female,154.126736,58.64991
Female,179.484841,88.734533
Female,171.688839,84.708949
Female,189.60975,103.192473
Female,178.98638,89.442687
Female,182.737787,95.053053
Female,188.025407,95.145128
Female,179.78686,99.988363
Female,164.407233,76.751367
Female,173.692881,84.298085
Female,181.531821,87.40332
Female,170.038912,80.297617
Female,179.824327,90.694533
Female,165.842784,76.525638
Female,156.855185,56.031377
Female,158.700905,72.684597
Female,172.226427,89.395096
Female,176.596025,73.468722
Female,184.151922,91.46912
Female,179.032649,88.353461
Female,169.391929,73.738368
Female,181.081471,79.746448
Female,182.363789,94.97278
Female,185.563114,92.741571
Female,174.88752,95.64853
Female,167.755427,76.805048
Female,187.92419,101.298935
Female,175.899109,87.519166
Female,176.125269,78.428235
Female,180.279713,86.895596
Female,161.445645,71.268168
Female,177.216183,82.914574
Female,165.578733,68.894702
Female,177.74651,87.697968
Female,177.166517,84.108644
Female,180.775435,88.623853
Female,179.252885,79.014315
Female,166.753767,74.683838
Female,170.531572,74.318782
Female,167.431941,79.251575
Female,187.418057,96.569989
Female,172.052618,78.378094
Female,166.481954,78.008902
Female,180.883338,88.869294
Female,166.604579,79.294844
Female,166.795588,79.182129
Female,157.410749,63.628865
Female,187.705844,97.776157
Female,183.749146,97.911568
Female,178.591704,83.571541
Female,170.473533,76.295157
Female,167.468504,68.666852
Female,170.758472,84.354577
Female,178.090433,92.188824
Female,190.097409,101.579964
Female,163.899349,67.345796
Female,177.930187,93.981834
Female,182.456249,93.073931
Female,185.005319,94.992363
Female,186.186739,90.340526
Female,168.638709,74.871986
Female,168.948511,81.991533
Female,175.952944,91.761099
Female,173.309163,88.569277
Female,178.851227,83.566462
Female,177.106288,85.481118
Female,166.397264,71.306942
Female,175.608664,89.154562
Female,187.11212,94.513232
Female,167.367591,71.751444
Female,173.62025,83.73237
Female,178.878816,89.769268
Female,183.083711,92.018956
Female,182.146257,90.301449
Female,166.952071,70.861938
Female,162.301779,76.339324
Female,178.602665,91.403636
Female,167.103374,79.190305
Female,177.361759,89.326232
Female,173.561121,89.700889
Female,172.063637,75.134468
Female,190.586079,105.63528
Female,186.446309,87.421877
Female,176.669095,87.172067
Female,163.929161,71.272583
Female,171.568774,74.160116
Female,185.665054,93.057836
Female,169.047112,77.758638
Female,187.938675,94.784663
Female,179.991228,95.145056
Female,181.784584,93.558094
Female,167.229513,80.381808
Female,178.499856,96.032799
Female,156.904746,67.818735
Female,190.055361,99.942813
Female,181.87707,87.283762
Female,170.840663,74.110815
Female,180.147454,90.617872
Female,190.651558,99.147812
Female,185.676226,101.244661
Female,179.48146,98.86123
Female,170.547455,77.658479
Female,170.49281,66.922037
Female,176.593358,77.127507
Female,165.670717,72.953957
Female,173.762576,83.97246
Female,174.659198,80.323608
Female,172.559647,85.676315
Female,175.864085,72.232206
Female,173.902939,85.311255
Female,166.863506,68.474529
Female,176.354735,78.165641
Female,167.983894,75.461297
Female,180.027702,84.522254
Female,167.571585,85.12034
Female,164.945353,74.334747
Female,173.656252,89.33472
Female,176.5949,86.049758
Female,168.797229,85.717479
Female,176.465438,80.441782
Female,174.574451,83.520091
Female,187.404437,100.352738
Female,194.314784,98.829689
Female,180.913283,90.347708
Female,163.845775,74.61605
Female,168.91969,74.057916
Female,175.794449,85.105118
Female,161.407779,68.196042
Female,177.117066,91.94632
Female,174.264849,82.428932
Female,181.518891,93.70796
Female,176.5541,92.526153
Female,187.349475,105.05584
Female,173.425578,88.536591
Female,184.034769,90.849944
Female,179.753751,88.610584
Female,178.948437,85.320128
Female,175.016411,88.296114
Female,175.865605,89.544545
Female,170.885732,70.949201
Female,181.517962,94.242145
Female,174.855209,77.982058
Female,181.37115,98.394669
Female,178.16798,86.448002
Female,179.526415,93.49431
Female,174.094435,91.221385
Female,181.444206,93.709412
Female,165.660884,72.115316
Female,179.763805,94.448544
Female,177.190641,85.190049
Female,162.464828,76.361967
Female,178.572575,89.282805
Female,178.604797,93.223083
Female,171.209736,74.649627
Female,170.488618,75.836739
Female,173.679053,76.655834
Female,176.728727,83.560636
Female,158.831923,76.273004
Female,176.115527,83.515094
Female,169.640167,78.097414
Female,191.493882,99.157342
Female,178.342618,86.027476
Female,180.603052,89.248733
Female,177.276475,82.428187
Female,168.838485,79.555116
Female,179.612834,94.669385
Female,161.591542,73.788067
Female,179.19517,86.780682
Female,171.203166,87.394784
Female,181.445344,96.768307
Female,174.227249,85.004289
Female,181.488909,92.282509
Female,179.574926,86.175893
Female,181.33432,89.496903
Female,179.033534,87.706525
Female,188.996797,102.82977
Female,161.037075,83.999858
Female,173.735287,77.713513
Female,171.27183,79.435012
Female,179.86248,89.004327
Female,170.460088,88.33811
Female,172.029679,83.673413
Female,174.119114,81.445523
Female,174.293492,87.364377
Female,179.338633,89.512411
Female,170.400424,74.468784
Female,165.891739,75.898507
Female,177.607333,84.307596
Female,173.646173,87.988569
Female,180.009305,93.378234
Female,193.071242,106.792778
Female,172.633558,80.270692
Female,177.203322,90.276795
Female,176.704428,91.037752
Female,181.762448,97.05898
Female,180.233445,91.472877
Female,166.219943,65.377134
Female,180.279356,91.899185
Female,172.701842,83.441918
Female,179.117028,90.522648
Female,175.537346,79.852788
Female,181.878156,88.419854
Female,177.519479,92.314285
Female,168.800523,75.606823
Female,178.54004,94.124215
Female,159.054712,69.332887
Female,169.219072,66.329123
Female,165.989732,71.105688
Female,181.881119,95.238419
Female,176.308803,83.416526
Female,177.530287,91.079847
Female,166.791535,74.4869
Female,163.597014,70.143939
Female,174.31229,85.93266
Female,176.784718,80.102029
Female,171.331207,78.594892
Female,173.151786,84.029329
Female,176.66618,92.44708
Female,166.998137,82.57719
Female,185.730879,91.49122
Female,169.217152,80.668006
Female,175.630609,91.910529
Female,167.553119,84.470366
Female,170.696297,84.120454
Female,166.253051,79.761652
Female,185.496434,95.06735
Female,173.525802,81.361185
Female,168.489075,75.009727
Female,183.799438,89.930497
Female,172.002266,83.883587
Female,179.013082,90.830889
Female,180.753999,90.466198
Female,176.16114,91.776274
Female,178.046984,91.622739
Female,176.015121,89.520355
Female,160.807322,71.215551
Female,172.433564,83.163066
Female,185.935544,92.089661
Female,185.778534,87.963298
Female,180.075796,88.723215
Female,183.242439,97.456022
Female,183.217256,83.527692
Female,180.864812,87.880393
Female,168.280462,77.160308
Female,183.747635,93.303703
Female,172.895062,75.415794
Female,181.349165,89.995707
Female,166.944121,76.963341
Female,170.460536,72.597529
Female,183.426189,92.958129
Female,160.044849,67.087082
Female,176.705654,82.077392
Female,178.826164,98.809232
Female,172.796748,85.892925
Female,177.235892,79.873147
Female,157.679733,59.09273
Female,167.219426,72.265876
Female,179.783578,87.07523
Female,176.711433,82.62366
Female,171.010745,85.434836
Female,172.249089,86.980803
Female,169.372897,73.829795
Female,176.88486,89.628061
Female,164.526563,82.821293
Female,187.86587,90.721648
Female,172.550795,83.646683
Female,169.5959,75.064835
Female,175.098348,80.128015
Female,194.143779,103.814958
Female,175.250209,81.805736
Female,186.694673,102.49919
Female,176.791883,86.099312
Female,183.051145,91.744459
Female,179.04263,81.156097
Female,170.26852,75.769928
Female,168.107636,78.307039
Female,174.483292,81.629554
Female,169.299214,72.641596
Female,177.390189,80.917403
Female,168.262465,70.120193
Female,184.94002,94.732166
Female,163.765857,76.85238
Female,177.176377,82.390927
Female,179.480069,92.462367
Female,184.075371,83.663378
Female,173.155693,90.583144
Female,185.387415,93.725442
Female,179.155255,89.169087
Female,177.919261,86.183571
Female,175.300811,89.250534
Female,186.814872,100.832364
Female,173.019968,81.67632
Female,173.450598,80.935599
Female,181.678701,91.965206
Female,186.427219,100.21923
Female,177.405193,90.097105
Female,178.185993,92.412331
Female,168.401304,68.106549
Female,194.292052,103.028568
Female,180.422258,84.71397
Female,169.242844,77.30167
Female,167.831864,82.747883
Female,179.357433,85.03581
Female,165.616841,71.968973
Female,169.829128,79.740238
Female,187.345316,100.139611
Female,177.541139,88.794687
Female,176.599392,85.741302
Female,169.530973,69.910706
Female,175.44921,81.368425
Female,174.146847,78.106439
Female,178.619277,86.391938
Female,182.750766,94.387481
Female,180.128042,87.036715
Female,178.742653,89.531085
Female,172.203052,86.03876
Female,174.497989,94.378071
Female,175.551165,85.600645
Female,171.950643,85.01398
Female,181.052039,98.839329
Female,181.426041,91.554283
Female,180.450125,92.8175
Female,164.40469,65.021309
Female,170.556325,82.567918
Female,183.62091,91.672926
Female,178.41688,87.450774
Female,163.722959,72.083343
Female,189.141071,96.833774
Female,165.859244,73.853067
Female,184.783796,96.243477
Female,166.924174,70.386385
Female,174.980841,88.305941
Female,185.517558,95.01636
Female,177.446296,89.957195
Female,177.44744,81.493471
Female,182.284527,87.402816
Female,169.724949,81.556553
Female,172.180742,86.412358
Female,175.896813,88.968054
Female,175.081367,82.021434
Female,175.252659,84.656285
Female,168.589947,76.105657
Female,168.596359,81.405651
Female,175.398607,82.263604
Female,166.795388,73.219823
Female,159.392309,67.929805
Female,169.108086,73.119888
Female,170.871313,84.986524
Female,177.384841,79.837487
Female,188.509735,108.213194
Female,180.925543,94.815641
Female,179.737677,88.358165
Female,172.412543,74.264093
Female,170.470898,82.786188
Female,169.011123,79.4209
Female,170.411695,82.04605
Female,174.989281,78.314581
Female,182.58205,94.154638
Female,179.150965,88.001145
Female,175.788595,85.215015
Female,169.811034,73.129901
Female,195.988434,103.739802
Female,173.224285,80.039406
Female,169.661314,84.818936
Female,188.138324,99.075191
Female,177.017027,83.74168
Female,179.026204,90.427749
Female,168.155528,74.676876
Female,182.519035,87.738296
Female,167.577026,77.599082
Female,184.599481,98.684118
Female,177.322535,85.304772
Female,175.369591,80.823208
Female,162.180723,68.94447
Female,164.870855,65.850734
Female,165.215428,66.977513
Female,174.940966,83.206254
Female,177.754838,80.897425
Female,159.281631,69.318142
Female,169.985529,78.75911
Female,170.863372,81.662741
Female,183.191215,90.871172
Female,176.812964,77.244992
Female,165.56914,75.631275
Female,188.163898,88.35013
Female,155.249445,69.304834
Female,173.53649,93.633249
Female,162.440438,74.739023
Female,174.196689,82.17593
Female,164.911809,83.915361
Female,176.935774,95.036788
Female,180.646713,89.514311
Female,159.522644,67.406058
Female,179.860605,91.273722
Female,176.655757,90.352721
Female,170.262159,85.483807
Female,171.187959,80.875543
Female,176.204482,78.666537
Female,189.344648,99.081533
Female,169.053573,78.646879
Female,170.84028,84.513623
Female,167.644998,74.918758
Female,170.900109,92.140755
Female,172.528569,73.332594
Female,167.78639,74.602505
Female,167.245234,77.470047
Female,175.3389,77.251309
Female,178.630876,87.315172
Female,168.997139,75.464672
Female,181.538054,89.149407
Female,177.919204,83.288391
Female,174.258505,84.953877
Female,175.215247,80.867475
Female,187.423768,100.877754
Female,175.444939,86.449153
Female,185.897391,92.579859
Female,174.440556,87.17868
Female,164.902734,81.378529
Female,167.922522,87.436925
Female,172.082434,76.992829
Female,182.407315,87.459995
Female,175.756421,84.245278
Female,171.214216,85.544771
Female,177.486649,81.501833
Female,163.491359,73.706469
Female,171.431849,83.181416
Female,185.73098,100.44609
Female,171.838482,85.678931
Female,174.086271,87.009339
Female,179.640885,97.187311
Female,173.304582,82.727389
Female,171.950693,74.361817
Female,187.240527,90.020878
Female,174.900481,85.000912
Female,168.843366,79.808318
Female,177.729595,85.559204
Female,171.592705,91.072062
Female,188.650927,95.225967
Female,183.118404,91.563287
Female,176.70724,82.914279
Female,181.899787,93.514084
Female,170.531916,77.962017
Female,173.775754,77.709933
Female,198.363503,115.979317
Female,174.352274,81.109867
Female,177.868178,84.530816
Female,188.78722,100.173855
Female,183.468356,91.687799
Female,171.873327,87.58029
Female,168.717435,71.344618
Female,165.280628,81.989714
Female,175.658735,93.673638
Female,172.225492,81.648623
Female,173.326413,87.989509
Female,184.274084,92.363843
Female,188.103324,96.039269
Female,186.021442,91.217261
Female,185.00772,96.254055
Female,173.405343,76.162963
Female,177.982421,93.932859
Female,182.216285,84.296727
Female,174.431858,78.4021
Female,178.262634,83.789025
Female,170.0444,82.721445
Female,171.897011,85.416542
Female,172.475076,76.510952
Female,170.686558,78.693041
Female,170.174569,80.765383
Female,167.71546,78.951423
Female,172.248286,87.119779
Female,181.477035,86.716429
Female,178.001481,85.999211
Female,187.252898,95.355698
Female,168.625537,72.292099
Female,173.218063,86.125749
Female,173.419414,79.913416
Female,167.486704,80.415246
Female,169.85457,77.257585
Female,168.142943,75.26603
Female,186.189646,105.347034
Female,175.983992,93.840652
Female,182.295195,90.880082
Female,161.644286,74.052478
Female,183.290324,85.689576
Female,182.888332,94.139446
Female,173.141226,78.67846
Female,175.475638,86.117519
Female,170.658664,77.061118
Female,161.582148,72.931993
Female,182.170353,95.71135
Female,179.00682,87.932146
Female,185.083672,98.581532
Female,173.133623,80.168681
Female,176.98504,92.22297
Female,160.020121,75.094862
Female,182.265638,96.04241
Female,181.939383,91.400517
Female,180.502828,91.028729
Female,178.092467,85.970619
Female,178.940141,93.666632
Female,174.095327,78.607367
Female,181.188159,100.299185
Female,170.639584,77.033282
Female,185.690114,99.693445
Female,180.054216,82.95651
Female,182.651974,89.846971
Female,186.866016,98.256091
Female,177.296001,92.196373
Female,179.394789,84.026547
Female,168.439025,67.252149
Female,178.484174,87.228929
Female,180.285905,93.677169
Female,178.600269,82.458222
Female,181.644799,96.492039
Female,180.336307,88.885455
Female,169.406085,70.365257
Female,184.553859,94.123233
Female,168.935509,82.525701
